URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,0,0,0.0,0.0,0.32629591486440096,0.010520778537611783,0.1347266773608051,0.32629591486440096,40,3802
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,0,0,0.0,0.0,0.3040198775401544,0.01284296555750146,0.12674513723906236,0.3040198775401544,44,3426
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,0,0,0.0,0.0,0.32194954522052516,0.013059701492537313,0.134003698685225,0.32194954522052516,49,3752
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0,0,0.0,0.0,0.31764295676429566,0.01234906695938529,0.1319968094894724,0.31764295676429566,45,3644
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0,0,0.0,0.0,0.32309086415684984,0.014788373278939317,0.13515169497431567,0.32309086415684984,58,3922
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0,0,0.0,0.0,0.2977613953070215,0.012983091787439614,0.12429779483778446,0.2977613953070215,43,3312
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0,0,0.0,0.0,0.26225769669327254,0.009782608695652175,0.10881612215556989,0.26225769669327254,27,2760
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,0.2445982205903121,0.008083140877598153,0.10107254458716411,0.2445982205903121,14,1732
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0,0,0.0,0.0,0.26204330821329774,0.010192937750273025,0.1088944983854283,0.26204330821329774,28,2747
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0,0,0.0,0.0,0.3448707256046706,0.01426844014510278,0.14365566629990933,0.3448707256046706,59,4135
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0,0,0.0,0.0,0.3332215609020035,0.014842767295597484,0.1392257312790404,0.3332215609020035,59,3975
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0,0,0.0,0.0,0.2912107950401167,0.012210394489668128,0.12136847581191396,0.2912107950401167,39,3194
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0,0,0.0,0.0,0.2929302072960985,0.012051915945611866,0.12199284929668415,0.2929302072960985,39,3236
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0,0,0.0,0.0,0.32196441032798323,0.011108100785694934,0.13322900444547126,0.32196441032798323,41,3691
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0,0,0.0,0.0,0.31695804195804195,0.012134583563154992,0.1316370502084788,0.31695804195804195,44,3626
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0,0,0.0,0.0,0.24604414924789997,0.012306470821754664,0.10334024802786186,0.24604414924789997,31,2519
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0,0,0.0,0.0,0.33255350489558966,0.011724856696195935,0.13771134463671425,0.33255350489558966,45,3838
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0,0,0.0,0.0,0.27413598797896316,0.014388489208633094,0.11540979087503851,0.27413598797896316,42,2919
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0,0,0.0,0.0,0.25961908426317815,0.01778436457947388,0.11096137953706081,0.25961908426317815,48,2699
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,0,0.0,0.0,0.23430504427420157,0.007643312101910828,0.09677934255044496,0.23430504427420157,18,2355
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,0.2445982205903121,0.008083140877598153,0.10107254458716411,0.2445982205903121,14,1732
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0,0,0.0,0.0,0.30310625727329693,0.009746012994683993,0.12514090810719236,0.30310625727329693,33,3386
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0,0,0.0,0.0,0.2633877706038739,0.009372746935832732,0.10910420701588266,0.2633877706038739,26,2774
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0,0,0.0,0.0,0.3337808357106897,0.01256913021618904,0.13853998637075152,0.3337808357106897,50,3978
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0,0,0.0,0.0,0.25706916316392814,0.010776662950575994,0.10713833044580166,0.25706916316392814,29,2691
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0,0,0.0,0.0,0.23881923190838186,0.009508061182306739,0.09933091723627545,0.23881923190838186,23,2419
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0,0,0.0,0.0,0.2877064220183486,0.01020408163265306,0.11916420146040069,0.2877064220183486,32,3136
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0,0,0.0,0.0,0.2525544630807789,0.011068702290076336,0.1054492661483421,0.2525544630807789,29,2620
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0,0,0.0,0.0,0.23805771693095637,0.011584609019445594,0.0998569303801608,0.23805771693095637,28,2417
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0,0,0.0,0.0,0.21920583468395463,0.00878003696857671,0.09119434866101254,0.21920583468395463,19,2164
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0,0,0.0,0.0,0.26603347752492007,0.014846235418875928,0.1123518851775184,0.26603347752492007,42,2829
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0,0,0.0,0.0,0.2227047772952227,0.011791383219954649,0.09379846420607095,0.2227047772952227,26,2205
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0,0,0.0,0.0,0.28660208371412904,0.01371173469387755,0.12012552736320264,0.28660208371412904,43,3136
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0.0,0.0,0.24834565978980147,0.012147335423197491,0.10419719808519959,0.24834565978980147,31,2552
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0,0,0.0,0.0,0.2845656192236599,0.013965573238064306,0.1194124769846897,0.2845656192236599,43,3079
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0,0,0.0,0.0,0.3201701093560146,0.012198427758200054,0.13294741484568587,0.3201701093560146,45,3689
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0,0,0.0,0.0,0.32544996087296757,0.010419449639326743,0.13434776420491773,0.32544996087296757,39,3743
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0,0,0.0,0.0,0.3059437466831771,0.015900549291702804,0.12873771838995196,0.3059437466831771,55,3459
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0,0,0.0,0.0,0.270917837939817,0.013927576601671309,0.11393816581659533,0.270917837939817,40,2872
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0,0,0.0,0.0,0.30626780626780625,0.018604651162790697,0.12994898297223878,0.30626780626780625,64,3440
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0,0,0.0,0.0,0.24337373140210858,0.014979757085020242,0.10334139539485153,0.24337373140210858,37,2470
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0,0,0.0,0.0,0.31393298059964725,0.011516853932584269,0.1301799338128926,0.31393298059964725,41,3560
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0,0,0.0,0.0,0.2763908368396447,0.010487144790257105,0.11475119265196072,0.2763908368396447,31,2956
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0,0,0.0,0.0,0.2867139305772949,0.012845215157353885,0.1198236582938595,0.2867139305772949,40,3114
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0,0,0.0,0.0,0.2918918918918919,0.010671688637790333,0.1210254322118729,0.2918918918918919,34,3186
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0,0,0.0,0.0,0.302518756698821,0.012990847357543548,0.1262038416225458,0.302518756698821,44,3387
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0,0,0.0,0.0,0.2811658776571057,0.010234400792340706,0.11656011137977858,0.2811658776571057,31,3029
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0,0,0.0,0.0,0.3155943870796929,0.01174496644295302,0.13093574140905836,0.3155943870796929,42,3576
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0,0,0.0,0.0,0.2638994668697639,0.008297258297258298,0.10887869006680889,0.2638994668697639,23,2772
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0,0,0.0,0.0,0.2918869644484959,0.011867582760774516,0.12150181888370817,0.2918869644484959,38,3202
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0,0,0.0,0.0,0.32008004176091875,0.011416145691764067,0.13259847498107313,0.32008004176091875,42,3679
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0,0,0.0,0.0,0.3963018867924528,0.008760236145496095,0.16202484917517956,0.3963018867924528,46,5251
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0,0,0.0,0.0,0.32579303172126883,0.0148975791433892,0.13627624434586322,0.32579303172126883,56,3759
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0,0,0.0,0.0,0.30990387159361493,0.012805919180421172,0.12908391630961444,0.30990387159361493,45,3514
91,https://insights.blackcoffer.com/human-rights-outlook/,0,0,0.0,0.0,0.2188362818284078,0.008878504672897197,0.09108591460052201,0.2188362818284078,19,2140
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0,0,0.0,0.0,0.27390735898393725,0.012274122059324924,0.11447259241730488,0.27390735898393725,36,2933
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0,0,0.0,0.0,0.32816403894201773,0.007876082961407193,0.13441604876136998,0.32816403894201773,30,3809
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0,0,0.0,0.0,0.3221249675015166,0.0129136400322841,0.13401544301352028,0.3221249675015166,48,3717
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0,0,0.0,0.0,0.2848468120342258,0.01227390180878553,0.11884828553720453,0.2848468120342258,38,3096
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0,0,0.0,0.0,0.32296090838172836,0.011003757380568975,0.13358586630491895,0.32296090838172836,41,3726
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0,0,0.0,0.0,0.2756524179216163,0.009161859518154056,0.11392571097590816,0.2756524179216163,27,2947
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0,0,0.0,0.0,0.29350696657863584,0.013651877133105802,0.12286353748469665,0.29350696657863584,44,3223
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0,0,0.0,0.0,0.28761922400222245,0.014166130070830651,0.12071414162922126,0.28761922400222245,44,3106
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0.0,0.0,0.2911184210526316,0.011613308223477715,0.12109269171044373,0.2911184210526316,37,3186
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,0,0.0,0.0,0.22129478827361562,0.008739650413983441,0.09201377547503964,0.22129478827361562,19,2174
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0,0,0.0,0.0,0.2862151688503414,0.012894906511927788,0.11964403014490765,0.2862151688503414,40,3102
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,0,0.0,0.0,0.2554054054054054,0.009826152683295541,0.1060926232354804,0.2554054054054054,26,2646
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0,0,0.0,0.0,0.2882982650424511,0.01088348271446863,0.1196726991027679,0.2882982650424511,34,3124
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0,0,0.0,0.0,0.28550309526009426,0.012297734627831715,0.11912033195517041,0.28550309526009426,38,3090
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,0.23869371598218703,0.007877280265339967,0.0986283984990108,0.23869371598218703,19,2412
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,0.0,0.0,0.2519172895835356,0.008477842003853564,0.10415805263495566,0.2519172895835356,22,2595
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,0,0.0,0.0,0.28104151223128243,0.010880316518298714,0.11676873149983247,0.28104151223128243,33,3033
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0,0,0.0,0.0,0.2616759561791274,0.008813808299669483,0.10819590579151878,0.2616759561791274,24,2723
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0,0,0.0,0.0,0.27935147223257545,0.008005336891260841,0.1149427236495345,0.27935147223257545,24,2998
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0,0,0.0,0.0,0.2805601929141161,0.007603305785123967,0.11526539947969604,0.2805601929141161,23,3025
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0,0,0.0,0.0,0.27944594217718693,0.010645375914836993,0.11603652723680957,0.27944594217718693,32,3006
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0,0,0.0,0.0,0.29441624365482233,0.010467980295566502,0.12195368958015554,0.29441624365482233,34,3248
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,0.31584470094438616,0.014119601328903655,0.13198572090931593,0.31584470094438616,51,3612
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0,0,0.0,0.0,0.3283684300633453,0.013295099061522419,0.1366654116499471,0.3283684300633453,51,3836
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0,0,0.0,0.0,0.2725544253256013,0.008022322985699337,0.11223069932452026,0.2725544253256013,23,2867
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0,0,0.0,0.0,0.3332198484977445,0.014559386973180077,0.13911169418836986,0.3332198484977445,57,3915
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0,0,0.0,0.0,0.29650425647527623,0.014355528405620037,0.12434391395235851,0.29650425647527623,47,3274
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0,0,0.0,0.0,0.2350908372827804,0.009239815203695927,0.09773226099459054,0.2350908372827804,22,2381
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0,0,0.0,0.0,0.3474400464691727,0.011464055409601147,0.14356164075150954,0.3474400464691727,48,4187
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0,0,0.0,0.0,0.31789963786859804,0.011933821535123406,0.13193338376148858,0.31789963786859804,44,3687
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,0.3169685831801873,0.012424075096631695,0.1317570633107276,0.3169685831801873,45,3622
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0,0,0.0,0.0,0.3200104721179859,0.011180801745295883,0.13247650954531273,0.3200104721179859,41,3667
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0,0,0.0,0.0,0.3318125259228536,0.01125,0.13722501036914145,0.3318125259228536,45,4000
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0,0,0.0,0.0,0.32910741819427786,0.010411244143675169,0.13580746493518123,0.32910741819427786,40,3842
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0,0,0.0,0.0,0.2687245525991857,0.010570824524312896,0.11171815084939946,0.2687245525991857,30,2838
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0,0,0.0,0.0,0.31404449916454136,0.013721646597591711,0.13110645830485324,0.31404449916454136,49,3571
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0,0,0.0,0.0,0.2775293460033538,0.023497818059751596,0.12041086562524217,0.2775293460033538,70,2979
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,0,0.0,0.0,0.2547469879518072,0.00870223231176693,0.10537968810542966,0.2547469879518072,23,2643
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0,0,0.0,0.0,0.3121809540573843,0.010713278827177897,0.12915769315382486,0.3121809540573843,38,3547
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0,0,0.0,0.0,0.32590169579065165,0.01531959852086635,0.1364885177246072,0.32590169579065165,58,3786
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0,0,0.0,0.0,0.2930505415162455,0.011703110563597166,0.12190146083193708,0.2930505415162455,38,3247
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0,0,0.0,0.0,0.2754681647940075,0.01053704962610469,0.11440208576804488,0.2754681647940075,31,2942
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0,0,0.0,0.0,0.23783783783783785,0.00743801652892562,0.0981103417467054,0.23783783783783785,18,2420
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0,0,0.0,0.0,0.23939214525360172,0.008244023083264633,0.09905446733474654,0.23939214525360172,20,2426
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,0,0.0,0.0,0.24087951094458687,0.011051985264019648,0.10077259848344261,0.24087951094458687,27,2443
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,0,0.0,0.0,0.22799278123120112,0.0079155672823219,0.09436333940540921,0.22799278123120112,18,2274
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0,0,0.0,0.0,0.22766599597585513,0.008395934600088379,0.09442477223037742,0.22766599597585513,19,2263
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0.0,0.0,0.2541864291936889,0.010281797410510283,0.10578729064167967,0.2541864291936889,27,2626
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0,0,0.0,0.0,0.2810841017043867,0.010603048376408217,0.11667486003231797,0.2810841017043867,32,3018
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0,0,0.0,0.0,0.27622312824314305,0.009057363300905737,0.11411219661761951,0.27622312824314305,27,2981
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0,0,0.0,0.0,0.3209898056983532,0.01031487513572204,0.1325218723336301,0.3209898056983532,38,3684
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0,0,0.0,0.0,0.2547974413646055,0.010270064663370103,0.10602700241119026,0.2547974413646055,27,2629
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0.0,0.0,0.2445982205903121,0.008083140877598153,0.10107254458716411,0.2445982205903121,14,1732
145,https://insights.blackcoffer.com/blockchain-in-fintech/,0,0,0.0,0.0,0.27190588235294116,0.012461059190031152,0.11374677661718893,0.27190588235294116,36,2889
146,https://insights.blackcoffer.com/blockchain-for-payments/,0,0,0.0,0.0,0.27126957177890965,0.014951321279554937,0.11448835722338585,0.27126957177890965,43,2876
147,https://insights.blackcoffer.com/the-future-of-investing/,0,0,0.0,0.0,0.31107592152722796,0.015271493212669683,0.13053896589595906,0.31107592152722796,54,3536
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0,0,0.0,0.0,0.2885248901903367,0.01585791309863622,0.12175312131558919,0.2885248901903367,50,3153
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0,0,0.0,0.0,0.25910619894281595,0.009272997032640949,0.10735167839018277,0.25910619894281595,25,2696
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0,0,0.0,0.0,0.2840269447264003,0.012020792722547108,0.11841909497957898,0.2840269447264003,37,3078
